"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"1488",5,3,5,4,4,5,4,5,4,"Romeo"
"1489",4,5,4,5,4,4,4,4,2,"Romeo"
"1490",4,4,4,5,4,4,3,4,5,"Sierra"
"1491",3,3,5,3,4,4,2,7,5,"Papa"
"1492",3,5,4,4,3,3,5,4,3,"Romeo"
"1493",5,4,3,3,2,5,5,4,4,"Romeo"
"1494",3,3,3,2,3,5,4,3,3,"Romeo"
"1495",5,4,4,4,4,3,5,2,3,"Sierra"
"1496",4,4,5,4,3,4,5,4,5,"Sierra"
"1497",5,4,4,3,4,5,6,5,5,"Romeo"
"1498",5,3,4,6,4,6,5,4,5,"Romeo"
"1499",3,5,5,4,5,4,4,4,4,"Sierra"
"1500",4,5,6,3,3,5,3,5,3,"Sierra"
"1501",6,6,2,3,4,3,4,5,4,"Romeo"
"1502",4,2,4,4,4,5,3,4,4,"Papa"
"1503",4,3,4,5,5,5,4,3,3,"Sierra"
"1504",5,4,5,4,3,4,5,5,4,"Sierra"
"1505",5,5,5,4,2,6,5,4,3,"Sierra"
"1506",6,4,4,5,4,6,4,4,3,"Sierra"
"1507",4,2,3,3,4,4,4,5,4,"Sierra"
"1508",4,4,5,4,4,3,4,3,4,"Sierra"
"1509",4,3,4,3,4,5,4,4,6,"Romeo"
"1510",3,3,4,5,3,3,4,4,4,"Sierra"
"1511",3,5,3,4,3,3,4,2,4,"Romeo"
"1512",5,5,4,4,1,5,3,2,3,"Sierra"
"1513",5,6,2,4,3,3,4,4,5,"Sierra"
"1514",6,5,3,4,4,4,5,3,3,"Romeo"
"1515",4,4,5,5,4,5,4,4,3,"Sierra"
"1516",6,4,5,5,4,5,3,5,3,"Sierra"
"1517",5,4,6,4,4,5,5,4,4,"Romeo"
"1518",3,2,3,4,4,4,4,3,4,"Romeo"
"1519",3,3,4,4,5,4,5,3,2,"Sierra"
"1520",3,2,4,5,3,5,3,4,4,"Sierra"
"1521",4,4,7,4,6,4,4,4,4,"Sierra"
"1522",4,5,4,3,4,3,3,3,2,"Sierra"
"1523",5,3,3,3,4,4,5,5,3,"Romeo"
"1524",5,4,3,3,3,5,5,6,4,"Papa"
"1525",6,5,3,4,4,5,4,4,4,"Sierra"
"1526",4,4,5,5,4,5,7,5,4,"Sierra"
"1527",4,3,3,3,4,5,5,5,6,"Papa"
"1528",5,5,3,5,4,5,3,2,3,"Romeo"
"1529",3,2,5,3,3,3,5,3,2,"Romeo"
"1530",4,4,3,4,3,6,3,5,5,"Papa"
"1531",4,5,4,4,3,4,7,4,4,"Romeo"
"1532",3,4,4,3,4,4,3,4,4,"Romeo"
"1533",4,4,3,3,3,5,4,4,3,"Romeo"
"1534",4,3,3,5,5,5,5,5,5,"Romeo"
"1535",5,2,3,3,1,6,4,6,4,"Papa"
"1536",5,5,5,4,6,5,4,5,4,"Romeo"
"1537",4,4,4,4,5,5,4,5,5,"Sierra"
"1538",4,5,4,4,5,4,3,4,4,"Romeo"
"1539",5,6,5,3,3,3,4,4,4,"Romeo"
"1540",5,4,3,3,3,4,5,5,4,"Papa"
"1541",6,5,5,4,4,5,3,3,4,"Romeo"
"1542",5,3,5,4,4,4,4,4,4,"Sierra"
"1543",5,4,6,4,5,2,5,3,2,"Tango"
"1544",5,5,2,4,4,4,4,2,4,"Romeo"
"1545",5,3,4,5,3,5,2,7,5,"Papa"
"1546",4,3,4,4,3,4,4,4,3,"Sierra"
"1547",5,6,5,5,6,5,3,4,4,"Tango"
"1548",5,5,3,2,3,4,3,5,3,"Sierra"
"1549",6,4,4,2,3,5,5,5,4,"Papa"
"1550",4,6,3,5,4,4,4,3,3,"Sierra"
"1551",4,5,5,2,5,3,4,3,4,"Romeo"
"1552",6,7,2,4,4,4,4,4,4,"Romeo"
"1553",6,3,5,5,5,5,3,5,5,"Papa"
"1554",4,4,5,3,3,4,3,4,2,"Sierra"
"1555",3,5,2,3,2,4,5,3,4,"Romeo"
"1556",4,4,5,5,5,4,3,4,5,"Sierra"
"1557",7,7,6,4,5,5,4,4,5,"Sierra"
"1558",3,5,3,3,4,5,4,4,3,"Sierra"
"1559",4,2,6,4,4,5,6,6,4,"Romeo"
"1560",3,3,5,5,5,4,5,3,4,"Sierra"
"1561",4,4,3,4,3,4,5,2,3,"Romeo"
"1562",5,4,4,4,2,5,3,3,4,"Romeo"
"1563",5,5,3,3,5,6,3,3,4,"Romeo"
"1564",5,4,2,5,3,6,3,3,4,"Papa"
"1565",5,6,5,4,4,5,3,4,4,"Sierra"
"1566",6,5,4,5,3,6,4,5,4,"Papa"
"1567",5,4,6,6,6,4,6,5,5,"Sierra"
"1568",6,4,6,5,5,3,5,4,4,"Sierra"
"1569",5,5,5,4,5,6,4,3,5,"Sierra"
"1570",5,4,4,3,4,4,5,3,3,"Romeo"
"1571",4,4,5,4,5,2,3,5,4,"Papa"
"1572",4,5,4,4,5,4,4,2,4,"Sierra"
"1573",6,3,5,4,4,6,5,6,4,"Romeo"
"1574",6,4,3,2,5,5,4,2,5,"Romeo"
"1575",4,3,3,4,3,5,4,4,4,"Romeo"
"1576",4,5,3,2,4,4,3,5,3,"Papa"
"1577",6,4,3,3,3,5,4,6,3,"Sierra"
"1578",5,5,5,2,4,4,3,5,2,"Tango"
"1579",5,3,5,4,4,4,5,3,3,"Romeo"
"1580",5,4,4,5,4,5,5,4,4,"Romeo"
"1581",3,5,3,5,4,4,3,4,4,"Romeo"
"1582",6,4,5,4,5,6,3,5,4,"Romeo"
"1583",5,5,5,4,5,5,6,4,5,"Papa"
"1584",4,2,5,4,4,4,5,3,4,"Sierra"
"1585",5,4,4,5,4,4,3,3,3,"Tango"
"1586",3,3,4,4,3,4,4,3,4,"Sierra"
"1587",5,4,4,5,5,3,4,4,4,"Romeo"
"1588",5,3,3,3,4,5,5,4,4,"Romeo"
"1589",3,1,4,4,4,6,4,5,4,"Papa"
"1590",4,3,4,5,3,4,5,4,4,"Papa"
"1591",5,3,3,4,4,4,3,3,4,"Romeo"
"1592",3,3,3,5,4,6,6,4,5,"Papa"
"1593",5,4,4,4,4,5,5,4,4,"Romeo"
"1594",4,4,5,4,4,4,3,6,4,"Romeo"
"1595",4,5,3,5,5,5,5,5,4,"Romeo"
"1596",6,4,4,5,3,5,4,4,5,"Romeo"
"1597",5,4,4,4,4,4,4,4,4,"Romeo"
"1598",4,4,4,3,3,4,4,5,3,"Papa"
"1599",5,4,5,5,4,4,4,4,3,"Sierra"
"1600",3,1,3,4,3,4,5,3,3,"Papa"
"1601",5,4,4,3,3,6,4,6,6,"Papa"
"1602",1,2,4,4,4,3,3,3,2,"Sierra"
"1603",4,4,4,5,5,4,5,4,3,"Tango"
"1604",4,4,4,5,3,4,5,7,5,"Sierra"
"1605",4,4,4,3,4,6,5,4,4,"Romeo"
"1606",4,5,4,4,3,5,4,4,3,"Romeo"
"1607",5,5,4,5,4,4,4,6,4,"Romeo"
"1608",5,4,4,4,5,4,2,3,3,"Sierra"
"1609",3,3,3,4,5,3,4,3,2,"Sierra"
"1610",6,6,5,5,4,5,5,3,4,"Romeo"
"1611",4,5,3,3,1,4,4,3,4,"Romeo"
"1612",4,4,5,3,5,3,5,3,4,"Tango"
"1613",4,3,5,4,4,5,4,5,4,"Sierra"
"1614",3,2,3,5,4,4,2,3,4,"Romeo"
"1615",4,4,6,4,4,3,3,4,3,"Sierra"
"1616",4,1,3,4,5,5,3,3,4,"Sierra"
"1617",3,4,5,5,4,4,3,4,4,"Romeo"
"1618",3,3,2,4,4,6,4,5,5,"Romeo"
"1619",4,4,3,2,4,5,3,4,5,"Papa"
"1620",5,3,4,5,5,5,4,5,4,"Romeo"
"1621",4,3,3,3,6,5,5,3,2,"Sierra"
"1622",4,5,5,4,5,3,5,3,3,"Sierra"
"1623",4,4,3,3,3,2,4,4,3,"Romeo"
"1624",4,4,5,3,5,3,5,3,3,"Sierra"
"1625",6,4,4,2,2,5,2,4,5,"Papa"
"1626",4,3,2,3,4,4,4,3,5,"Sierra"
"1627",4,4,3,4,4,5,4,5,5,"Papa"
"1628",5,5,5,4,6,3,5,4,3,"Tango"
"1629",5,5,4,3,4,3,4,5,5,"Romeo"
"1630",3,3,4,4,5,4,4,4,2,"Sierra"
"1631",4,4,6,6,4,3,5,5,2,"Sierra"
"1632",4,4,2,5,4,4,4,4,3,"Romeo"
"1633",4,5,4,5,4,6,5,4,4,"Tango"
"1634",6,4,4,3,4,5,4,4,4,"Romeo"
"1635",6,5,5,4,5,4,5,4,5,"Sierra"
"1636",4,5,3,4,4,3,5,2,2,"Sierra"
"1637",5,3,4,6,5,3,5,4,4,"Romeo"
"1638",4,4,5,3,4,3,5,4,3,"Romeo"
"1639",4,5,6,4,3,3,4,4,2,"Tango"
"1640",6,5,6,5,4,5,4,4,2,"Sierra"
"1641",5,2,4,4,4,2,4,2,5,"Romeo"
"1642",3,3,5,4,5,6,5,7,6,"Sierra"
"1643",6,5,5,3,3,4,3,3,3,"Sierra"
"1644",6,5,6,6,4,4,4,4,5,"Sierra"
"1645",4,4,4,3,4,4,3,4,4,"Romeo"
"1646",4,4,6,4,5,3,4,3,3,"Sierra"
"1647",5,5,4,4,4,5,4,5,5,"Romeo"
"1648",5,4,4,5,5,4,5,3,4,"Romeo"
"1649",5,4,4,4,5,5,4,4,4,"Romeo"
"1650",4,5,4,4,3,4,4,2,2,"Sierra"
"1651",6,4,3,4,4,4,1,4,4,"Romeo"
"1652",4,5,4,5,4,4,3,4,4,"Romeo"
"1653",4,2,4,4,5,5,4,6,4,"Romeo"
"1654",3,4,3,3,3,4,2,4,4,"Romeo"
"1655",4,2,4,6,3,4,4,4,4,"Romeo"
"1656",4,3,4,6,4,3,5,3,4,"Sierra"
"1657",3,4,4,3,5,5,5,3,3,"Sierra"
"1658",4,3,6,4,4,4,5,5,3,"Sierra"
"1659",5,4,5,4,4,4,3,4,5,"Romeo"
"1660",3,3,4,4,5,4,5,4,3,"Sierra"
"1661",4,3,4,4,2,3,3,4,3,"Romeo"
"1662",6,4,3,5,4,5,4,5,4,"Romeo"
"1663",5,4,5,3,5,4,4,5,3,"Papa"
"1664",5,4,5,5,3,4,3,3,4,"Romeo"
"1665",4,4,5,4,7,4,5,3,3,"Tango"
"1666",4,3,2,4,2,4,4,5,2,"Romeo"
"1667",6,5,5,4,5,5,3,6,5,"Tango"
"1668",5,5,5,5,3,5,5,4,3,"Papa"
"1669",5,5,4,3,3,4,3,3,4,"Sierra"
"1670",5,2,4,4,3,6,4,4,4,"Romeo"
"1671",5,4,4,4,5,4,4,3,3,"Sierra"
"1672",4,3,4,4,2,4,4,5,5,"Romeo"
"1673",4,3,3,4,3,4,4,4,2,"Sierra"
"1674",4,5,4,4,4,5,4,4,4,"Sierra"
"1675",4,2,6,4,3,4,3,4,4,"Papa"
"1676",5,5,2,3,3,5,4,4,4,"Papa"
"1677",6,4,2,2,4,4,5,4,5,"Papa"
"1678",5,4,3,3,4,3,4,4,3,"Romeo"
"1679",5,4,5,4,3,4,3,3,3,"Sierra"
"1680",5,4,5,4,4,4,5,5,5,"Papa"
"1681",4,3,3,4,3,2,4,2,3,"Sierra"
"1682",4,5,3,3,2,4,3,4,2,"Papa"
"1683",5,4,3,3,4,6,3,4,3,"Sierra"
"1684",4,3,2,4,2,7,5,5,4,"Papa"
"1685",3,4,5,4,3,4,5,2,2,"Romeo"
"1686",5,5,5,4,6,5,5,5,5,"Romeo"
"1687",4,3,5,5,5,3,5,4,4,"Sierra"
"1688",3,3,4,5,4,5,4,3,4,"Sierra"
"1689",4,4,4,3,5,3,4,3,4,"Romeo"
"1690",3,2,4,4,5,4,5,5,4,"Sierra"
"1691",5,4,5,3,5,4,4,4,3,"Sierra"
"1692",5,3,4,4,2,5,2,5,4,"Papa"
"1693",3,3,5,2,2,3,4,3,5,"Papa"
"1694",5,5,6,3,4,4,5,2,3,"Sierra"
"1695",4,4,4,3,4,3,5,3,3,"Sierra"
"1696",4,3,5,3,4,5,4,3,4,"Sierra"
"1697",5,4,1,2,3,4,4,6,4,"Papa"
"1698",6,5,6,4,5,5,6,4,4,"Tango"
"1699",4,2,3,4,3,4,3,4,4,"Romeo"
"1700",4,5,4,4,4,4,4,4,4,"Romeo"
"1701",6,4,4,4,3,4,5,3,3,"Sierra"
"1702",6,5,6,5,5,5,3,4,4,"Romeo"
"1703",5,6,4,5,3,3,4,5,3,"Sierra"
"1704",4,6,3,4,4,5,3,3,5,"Papa"
"1705",4,4,5,5,5,4,5,2,3,"Tango"
"1706",3,4,6,5,6,5,6,5,4,"Romeo"
"1707",5,5,6,6,6,4,5,5,5,"Sierra"
"1708",6,4,5,4,3,4,4,6,4,"Papa"
"1709",4,3,4,3,3,4,3,5,3,"Romeo"
"1710",4,4,5,5,6,3,5,3,4,"Sierra"
"1711",5,4,5,4,3,4,5,4,4,"Romeo"
"1712",5,5,3,4,4,4,3,3,3,"Romeo"
"1713",6,5,3,3,5,4,3,4,3,"Sierra"
"1714",4,3,5,4,3,5,5,5,5,"Papa"
"1715",5,3,5,5,3,4,5,2,3,"Papa"
"1716",4,3,5,4,5,5,5,4,3,"Tango"
"1717",5,3,4,4,4,5,3,3,4,"Sierra"
"1718",5,5,5,3,5,3,4,3,3,"Tango"
"1719",5,4,3,4,3,3,4,4,3,"Papa"
"1720",6,4,6,5,4,5,5,4,5,"Romeo"
"1721",5,3,6,3,5,5,5,5,6,"Romeo"
"1722",5,5,3,3,4,4,5,2,2,"Romeo"
"1723",4,4,6,5,5,6,5,4,3,"Tango"
"1724",3,4,5,3,4,4,5,3,5,"Sierra"
"1725",2,4,6,5,4,5,3,3,2,"Romeo"
"1726",4,4,5,3,4,4,3,3,3,"Sierra"
"1727",3,3,3,4,4,4,4,2,4,"Romeo"
"1728",4,3,4,4,3,3,4,5,3,"Romeo"
"1729",5,4,3,6,5,5,3,3,4,"Sierra"
"1730",4,6,6,4,6,4,4,2,4,"Tango"
"1731",4,2,4,2,4,5,3,6,5,"Papa"
"1732",4,7,3,3,5,4,5,3,4,"Sierra"
"1733",6,4,5,5,6,4,3,4,4,"Sierra"
"1734",5,5,5,3,4,5,4,4,4,"Sierra"
"1735",5,6,2,3,3,5,3,4,4,"Papa"
"1736",3,3,6,5,6,4,5,3,2,"Sierra"
"1737",5,4,4,4,2,3,3,5,3,"Sierra"
"1738",5,5,5,4,6,3,4,4,4,"Tango"
"1739",5,3,6,2,3,5,4,5,5,"Romeo"
"1740",6,5,4,5,4,5,4,4,4,"Romeo"
"1741",2,2,6,3,4,5,5,5,4,"Romeo"
"1742",4,3,4,5,3,3,4,4,3,"Sierra"
"1743",5,3,4,6,4,4,4,5,3,"Romeo"
"1744",5,3,4,4,5,6,4,5,5,"Sierra"
"1745",5,4,4,4,4,3,4,4,6,"Sierra"
"1746",5,5,4,3,4,6,5,5,6,"Romeo"
"1747",3,3,4,5,3,5,5,4,4,"Romeo"
"1748",6,5,4,5,2,4,4,3,2,"Sierra"
"1749",5,4,5,3,6,3,6,3,4,"Sierra"
"1750",4,4,3,3,3,4,5,2,3,"Romeo"
"1751",6,5,4,4,5,4,3,4,4,"Sierra"
"1752",5,4,5,5,6,4,5,5,5,"Sierra"
"1753",5,3,5,5,6,4,5,4,3,"Sierra"
"1754",4,2,5,4,5,4,4,6,3,"Sierra"
"1755",5,4,3,4,3,4,2,5,5,"Romeo"
"1756",5,4,2,2,2,5,4,3,3,"Romeo"
"1757",3,4,3,4,5,4,5,2,3,"Sierra"
"1758",5,3,4,3,4,4,6,4,3,"Romeo"
"1759",6,6,4,3,5,5,4,6,4,"Romeo"
"1760",4,2,4,5,4,4,4,5,4,"Sierra"
"1761",3,3,2,4,3,4,3,4,4,"Romeo"
"1762",5,3,4,5,4,5,3,3,4,"Romeo"
"1763",4,3,4,5,4,6,5,3,5,"Romeo"
"1764",4,4,4,5,6,6,4,4,4,"Sierra"
"1765",3,3,5,4,3,4,4,1,1,"Tango"
"1766",4,4,4,5,4,3,5,4,4,"Romeo"
"1767",3,4,3,2,3,4,3,3,5,"Papa"
"1768",2,4,6,4,4,4,4,5,4,"Tango"
"1769",4,4,3,5,4,4,4,5,3,"Sierra"
"1770",3,3,5,5,4,4,5,2,3,"Sierra"
"1771",4,3,4,4,4,5,3,3,3,"Papa"
"1772",3,4,3,6,4,3,4,3,4,"Sierra"
"1773",3,5,4,3,4,4,4,3,3,"Romeo"
"1774",4,5,4,2,3,4,3,3,3,"Romeo"
"1775",5,2,3,4,3,3,4,3,4,"Romeo"
"1776",5,3,3,4,3,2,3,4,4,"Romeo"
"1777",5,4,5,5,3,5,5,3,3,"Sierra"
"1778",5,5,3,4,4,4,5,4,3,"Sierra"
"1779",3,2,6,4,4,6,4,5,3,"Romeo"
"1780",4,3,4,4,6,5,4,4,5,"Sierra"
"1781",6,5,5,4,3,5,4,4,6,"Sierra"
"1782",3,3,4,4,3,5,5,2,3,"Romeo"
"1783",4,5,6,5,5,2,4,5,4,"Romeo"
"1784",5,5,2,5,3,4,4,3,5,"Papa"
"1785",4,4,3,4,3,4,4,3,3,"Romeo"
"1786",3,3,6,5,4,3,4,6,4,"Sierra"
"1787",4,4,3,1,4,5,3,2,3,"Papa"
"1788",4,4,4,4,3,5,4,3,4,"Romeo"
"1789",6,5,3,5,4,4,2,4,3,"Sierra"
"1790",5,4,5,4,5,5,4,5,5,"Papa"
"1791",5,4,4,4,6,5,4,3,3,"Sierra"
"1792",4,5,4,5,4,5,4,5,4,"Romeo"
"1793",5,4,5,4,4,3,5,3,3,"Sierra"
"1794",4,5,4,3,3,3,3,4,4,"Sierra"
"1795",3,3,3,2,2,4,5,3,3,"Sierra"
"1796",6,4,4,2,3,3,3,3,3,"Sierra"
"1797",5,5,5,4,4,4,5,5,4,"Romeo"
"1798",4,3,2,4,3,4,3,3,4,"Romeo"
"1799",4,4,4,4,3,5,4,5,4,"Sierra"
"1800",3,4,5,6,4,5,5,5,3,"Sierra"
"1801",4,3,3,3,2,3,4,2,3,"Sierra"
"1802",5,5,7,5,6,5,2,3,4,"Papa"
"1803",6,4,4,4,4,5,6,2,4,"Sierra"
"1804",4,5,5,6,5,5,4,5,3,"Papa"
"1805",5,4,3,4,3,4,3,2,4,"Romeo"
"1806",5,6,4,4,5,5,3,7,4,"Romeo"
"1807",4,4,5,4,3,5,2,4,4,"Sierra"
"1808",4,3,5,4,5,4,5,3,4,"Romeo"
"1809",4,3,3,3,5,4,4,5,3,"Tango"
"1810",3,2,4,3,3,6,5,5,5,"Papa"
"1811",6,4,4,5,5,5,5,5,4,"Sierra"
"1812",2,3,4,5,5,3,4,3,5,"Papa"
"1813",5,4,4,4,4,3,3,4,4,"Romeo"
"1814",5,5,4,3,3,4,5,5,4,"Sierra"
"1815",5,4,3,3,3,4,5,4,4,"Sierra"
"1816",6,6,6,4,5,5,4,5,4,"Papa"
"1817",4,5,3,3,4,4,4,5,3,"Romeo"
"1818",6,5,4,5,4,5,5,5,4,"Sierra"
"1819",2,3,3,3,3,4,4,3,3,"Romeo"
"1820",4,3,5,3,5,4,3,2,4,"Sierra"
"1821",5,4,5,4,4,6,4,5,4,"Romeo"
"1822",1,5,4,3,5,3,5,3,3,"Sierra"
"1823",5,4,3,4,4,4,4,3,3,"Romeo"
"1824",5,5,5,4,4,6,3,5,5,"Sierra"
"1825",5,4,3,4,4,3,4,4,4,"Romeo"
"1826",5,6,5,3,3,4,3,4,5,"Romeo"
"1827",4,3,3,2,2,4,2,3,5,"Papa"
"1828",7,4,5,4,5,6,5,4,4,"Sierra"
"1829",4,3,4,3,5,5,3,6,3,"Sierra"
"1830",5,5,3,2,3,4,4,3,4,"Papa"
"1831",3,2,4,4,3,3,4,1,4,"Romeo"
"1832",5,3,5,4,4,4,4,3,3,"Romeo"
"1833",4,4,4,5,4,4,4,3,4,"Sierra"
"1834",4,4,3,5,4,4,4,4,3,"Sierra"
"1835",4,6,3,4,4,4,4,3,4,"Romeo"
"1836",6,6,3,3,2,6,4,4,4,"Romeo"
"1837",4,4,3,4,3,5,4,6,4,"Romeo"
"1838",4,4,4,4,3,5,4,4,4,"Sierra"
"1839",4,4,3,5,5,5,5,3,3,"Sierra"
"1840",3,4,3,5,3,4,4,3,3,"Romeo"
"1841",4,4,5,3,5,5,3,5,3,"Romeo"
"1842",4,4,4,6,4,5,4,4,4,"Romeo"
"1843",4,3,5,4,4,5,4,4,5,"Sierra"
"1844",4,3,4,4,4,4,4,4,4,"Romeo"
"1845",5,5,5,5,4,3,3,3,4,"Tango"
"1846",6,5,4,3,4,5,4,4,3,"Tango"
"1847",4,4,4,5,4,5,5,5,4,"Sierra"
"1848",5,4,4,3,4,6,4,4,5,"Romeo"
"1849",4,3,5,5,5,4,4,4,3,"Sierra"
"1850",4,4,4,3,3,4,4,3,5,"Sierra"
"1851",5,5,4,4,4,4,4,4,2,"Tango"
"1852",6,4,3,3,5,4,4,5,3,"Sierra"
"1853",3,5,1,3,3,5,5,3,5,"Papa"
"1854",4,4,5,5,3,3,4,3,3,"Romeo"
"1855",5,5,2,2,3,3,4,3,2,"Tango"
"1856",5,3,5,4,3,6,6,5,5,"Papa"
"1857",4,4,4,4,4,4,4,2,2,"Sierra"
"1858",5,5,5,4,3,5,5,4,6,"Romeo"
"1859",4,4,5,3,4,5,4,6,4,"Papa"
"1860",4,4,4,3,4,5,5,4,4,"Romeo"
"1861",6,5,5,3,5,4,5,6,4,"Romeo"
"1862",5,4,6,3,5,4,5,3,3,"Sierra"
"1863",4,3,5,4,5,4,3,2,2,"Sierra"
"1864",3,5,4,3,3,2,4,3,3,"Romeo"
"1865",4,2,4,3,4,4,4,5,5,"Sierra"
"1866",3,2,3,3,4,4,3,3,3,"Romeo"
"1867",5,4,4,5,5,5,4,2,5,"Sierra"
"1868",4,3,5,4,5,5,4,2,3,"Sierra"
"1869",4,4,3,4,2,4,4,5,3,"Papa"
"1870",3,4,4,4,1,5,4,3,3,"Romeo"
"1871",4,5,6,6,5,3,3,5,3,"Tango"
"1872",5,3,4,5,3,5,5,5,3,"Romeo"
"1873",4,3,2,4,2,6,2,6,4,"Papa"
"1874",5,3,3,2,3,5,3,2,3,"Sierra"
"1875",4,5,3,4,4,4,4,4,3,"Sierra"
"1876",3,2,5,4,4,3,4,2,3,"Sierra"
"1877",5,4,4,5,5,6,5,5,4,"Romeo"
"1878",5,6,4,4,4,5,4,4,5,"Romeo"
"1879",3,3,3,5,2,4,3,3,3,"Romeo"
"1880",5,3,3,3,2,4,3,3,3,"Sierra"
"1881",7,5,4,4,4,6,6,5,4,"Papa"
"1882",4,3,3,5,3,6,4,4,5,"Romeo"
"1883",4,3,5,4,5,3,5,4,3,"Tango"
"1884",4,3,4,5,4,4,4,3,4,"Papa"
"1885",5,3,4,5,6,5,4,4,3,"Sierra"
"1886",4,4,3,4,4,3,4,3,2,"Tango"
"1887",4,4,4,5,4,5,3,4,4,"Romeo"
"1888",3,4,5,4,5,4,3,6,4,"Sierra"
"1889",4,2,5,3,3,5,4,6,5,"Papa"
"1890",6,3,4,4,3,3,3,4,3,"Romeo"
"1891",3,5,4,6,3,4,4,3,4,"Tango"
"1892",3,2,5,6,5,2,6,2,3,"Tango"
"1893",4,6,5,3,4,4,3,1,2,"Sierra"
"1894",4,4,5,4,3,3,6,2,4,"Sierra"
"1895",2,3,4,3,3,4,4,6,5,"Papa"
"1896",4,3,3,5,3,5,5,5,4,"Sierra"
"1897",5,3,5,5,4,5,4,5,3,"Romeo"
"1898",5,4,3,5,5,3,5,4,2,"Romeo"
"1899",4,4,4,4,3,5,5,3,5,"Romeo"
"1900",5,4,4,3,4,3,4,4,4,"Papa"
"1901",4,3,5,4,5,5,3,4,5,"Romeo"
"1902",4,4,5,4,3,5,5,6,4,"Sierra"
"1903",5,3,4,5,3,5,4,4,4,"Sierra"
"1904",2,3,4,3,2,3,3,2,2,"Romeo"
"1905",4,4,5,3,3,5,3,4,4,"Papa"
"1906",4,3,5,4,4,4,5,4,3,"Romeo"
"1907",4,5,6,4,3,2,4,3,2,"Tango"
"1908",4,5,7,5,5,5,5,5,4,"Tango"
"1909",4,3,3,4,3,4,5,4,4,"Papa"
"1910",5,3,4,5,4,5,6,5,4,"Sierra"
"1911",4,4,5,4,4,4,3,3,2,"Sierra"
"1912",3,4,3,3,4,5,3,2,4,"Papa"
"1913",4,4,3,4,3,3,3,4,4,"Sierra"
"1914",2,3,5,4,4,5,5,3,5,"Romeo"
"1915",4,3,4,5,4,5,4,3,4,"Sierra"
"1916",3,2,4,4,5,3,5,3,3,"Romeo"
"1917",4,3,4,4,4,5,6,5,3,"Romeo"
"1918",5,5,3,4,4,5,3,4,4,"Romeo"
"1919",4,4,5,5,3,7,4,5,5,"Papa"
"1920",5,3,3,4,2,5,4,4,5,"Romeo"
"1921",3,3,3,2,3,4,4,3,4,"Romeo"
"1922",3,3,4,3,4,2,4,2,4,"Sierra"
"1923",3,4,2,4,3,6,4,6,5,"Papa"
"1924",3,4,4,3,3,3,3,2,2,"Tango"
"1925",5,6,5,5,4,4,3,3,3,"Sierra"
"1926",4,5,5,4,4,3,4,2,4,"Romeo"
"1927",2,2,4,4,3,4,4,4,3,"Romeo"
"1928",4,4,3,4,2,5,3,5,3,"Romeo"
"1929",6,5,3,4,2,6,3,4,5,"Papa"
"1930",5,3,3,4,5,5,4,4,3,"Romeo"
"1931",4,4,4,5,3,5,6,4,5,"Romeo"
"1932",5,2,3,2,4,5,4,3,3,"Romeo"
"1933",4,3,4,3,4,3,4,4,3,"Romeo"
"1934",4,5,3,2,3,4,3,3,4,"Sierra"
"1935",5,6,3,5,3,6,4,4,4,"Romeo"
"1936",6,4,4,6,5,3,4,4,5,"Sierra"
"1937",3,3,4,3,4,5,5,3,5,"Papa"
"1938",4,2,4,3,4,5,4,4,4,"Sierra"
"1939",4,5,3,5,2,2,4,3,4,"Papa"
"1940",4,5,7,5,6,5,7,3,4,"Tango"
"1941",1,4,6,5,4,3,4,1,2,"Sierra"
"1942",6,4,5,5,5,4,5,1,3,"Sierra"
"1943",4,5,5,3,4,3,3,3,3,"Tango"
"1944",4,4,4,5,4,5,5,5,3,"Romeo"
"1945",5,3,5,4,4,4,4,4,5,"Papa"
"1946",3,4,4,4,2,4,4,2,3,"Sierra"
"1947",4,3,4,3,4,4,4,5,3,"Sierra"
"1948",4,3,4,4,5,5,3,4,3,"Sierra"
"1949",3,3,3,3,2,7,4,3,3,"Papa"
"1950",4,2,3,6,3,6,4,3,5,"Romeo"
"1951",4,4,5,5,4,5,4,4,4,"Romeo"
"1952",4,4,4,3,3,4,2,4,3,"Papa"
"1953",5,5,4,3,4,3,4,2,1,"Sierra"
"1954",5,5,4,4,3,4,3,4,3,"Papa"
"1955",4,2,3,3,5,4,5,4,5,"Romeo"
"1956",5,4,5,4,5,4,4,4,4,"Romeo"
"1957",5,6,6,5,5,3,5,4,4,"Tango"
"1958",4,3,3,4,4,5,3,2,4,"Romeo"
"1959",4,3,4,4,5,7,3,5,5,"Romeo"
"1960",4,2,4,3,4,4,3,5,6,"Papa"
"1961",3,4,2,4,4,5,5,3,4,"Romeo"
"1962",4,3,6,5,4,4,4,3,2,"Sierra"
"1963",6,4,4,3,4,3,5,5,4,"Sierra"
"1964",4,3,4,4,4,5,5,5,5,"Romeo"
"1965",5,5,5,5,3,6,4,6,5,"Romeo"
"1966",4,4,6,4,4,5,5,6,4,"Romeo"
"1967",3,4,6,5,3,3,4,3,2,"Tango"
"1968",5,4,5,5,4,6,3,5,4,"Romeo"
"1969",7,4,5,4,5,3,3,4,5,"Tango"
"1970",5,4,5,4,5,5,5,6,5,"Romeo"
"1971",5,4,2,2,2,4,2,3,3,"Sierra"
